company_name,uen_no,class,class_code,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
BHCC CONSTRUCTION PTE. LTD.,199006212E,General Builder Class 1,GB1,na,16/6/18,20,SIN MING LANE,#06-66,MIDVIEW CITY,573968,66594666
BHL CONSTRUCTION PTE. LTD.,198400247H,General Builder Class 2,GB2,na,25/9/18,10,UBI CRESCENT,#07-37,UBI TECHPARK,408564,91731345
BIAN HIN CO. (SINGAPORE) PRIVATE LIMITED,201433846N,General Builder Class 2,GB2,na,16/6/18,51,BUKIT BATOK CRESCENT,#06-40,UNITY CENTRE,658077,65156715
BIAN HIN CO. (SINGAPORE) PRIVATE LIMITED,S83FC3264D,Specialist Builder (Structural Steelwork),SB(SS),na,22/9/18,51,BUKIT BATOK CRESCENT,#06-40,UNITY CENTRE,658077,65156715
BIAZONE CONSTRUCTION & ENGINEERING PTE. LTD.,199605942K,General Builder Class 2,GB2,na,16/3/18,35,CHANGI SOUTH AVENUE 2,#0307,SUNNY INDUSTRIAL BUILDING,486134,94529200
BIDDUTH CONSULTANCY PTE. LTD.,201224312K,General Builder Class 2,GB2,na,16/4/18,113,PENDING ROAD,#03-116,na,670113,93362222
BIJOU PTE. LTD.,201423110K,General Builder Class 2,GB2,na,9/1/18,1005,UPPER SERANGOON ROAD,na,na,534743,62855062
BIKAY GLASS & METAL WORKS PTE. LTD.,201432108G,General Builder Class 2,GB2,na,1/12/18,2037,BUKIT BATOK STREET 23,#01-318,na,659542,65699646
BILCON INDUSTRIES (PRIVATE) LIMITED,199603900E,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,25/5/18,12,TUAS AVENUE 16,na,na,638935,68626331
BING INTEGRATED CONSTRUCTION PTE LTD,201129246R,General Builder Class 2,GB2,na,1/7/16,158,BUKIT BATOK STREET 11,#02-220,na,650158,65667498
BIO-DESIGN PTE. LTD.,200605934N,General Builder Class 2,GB2,na,17/7/18,140,PAYA LEBAR ROAD,#06-18,AZ BUILDING,409015,62692298
BIOFUEL INDUSTRIES PTE. LTD.,201219525H,General Builder Class 2,GB2,na,23/1/19,51,SHIPYARD CRESCENT,na,na,627809,65155317
BISON CONSTRUCTION PTE LTD,200915101R,General Builder Class 2,GB2,na,22/12/18,31,YARROW GARDENS,na,FRANKEL ESTATE,455034,67286561
BL PROJECTS PTE. LTD.,201525224W,General Builder Class 2,GB2,na,28/8/18,13,FARRER PARK ROAD,#14-25,FARRER PARK VIEW,210013,97497999
BLINK 23 CONSTRUCTION PTE LTD,200412598W,General Builder Class 2,GB2,na,20/11/16,27,WEST COAST HIGHWAY,#02-22,WESTWAY,117867,96932233
BLOTUS BUILDER PTE. LTD.,200905255Z,General Builder Class 2,GB2,na,1/3/19,20,MAXWELL ROAD,#07-07,MAXWELL HOUSE,69113,63151805
BLUE MOON ENGINEERING PTE. LTD.,197801775D,General Builder Class 2,GB2,na,5/12/17,3,WOODLANDS INDUSTRIAL PARK E1,#06-02,NORTHLAND INDUSTRIAL BUILDING 2,757726,63626996
BLUE SPEED CONSTRUCTION PTE LTD,200806070N,General Builder Class 2,GB2,na,16/6/18,26,SIN MING LANE,#06-126,MIDVIEW CITY,573971,67535755
BLUESCOPE BUILDINGS (SINGAPORE) PTE. LTD.,201537493R,General Builder Class 2,GB2,na,8/7/18,18,BENOI SECTOR,na,na,629851,67950108
BLUESCOPE BUILDINGS (SINGAPORE) PTE. LTD.,198401160Z,Specialist Builder (Structural Steelwork),SB(SS),na,8/7/18,18,BENOI SECTOR,na,na,629851,67950108
BM BUILDING PTE LTD,53060498A,Specialist Builder (Structural Steelwork),SB(SS),na,2/2/19,146,TAGORE LANE,na,na,787563,64527475
BM BUILDING PTE LTD,200921784K,General Builder Class 1,GB1,na,16/6/18,146,TAGORE LANE,na,na,787563,64527475
BM INFRA CONSTRUCTION PTE. LTD.,199703357C,General Builder Class 2,GB2,na,15/6/19,203,HOUGANG STREET 21,#02-91,na,530203,62887557
BM WANGLIM ENGINEERING & CONSTRUCTION PTE. LTD.,199006019M,General Builder Class 2,GB2,na,4/5/17,62,JALAN SINAR BULAN,na,CHANGI HEIGHTS,507063,98625813
BNF ENGINEERING (S) PTE LTD,200717623C,Specialist Builder (Structural Steelwork),SB(SS),na,6/11/17,17,CHANGI SOUTH STREET 1,na,na,486781,63836118
BNF ENGINEERING (S) PTE LTD,201024025E,General Builder Class 1,GB1,na,24/6/18,17,CHANGI SOUTH STREET 1,na,na,486781,63836118
BNF SERVICES PTE LTD,199206278N,General Builder Class 2,GB2,na,26/2/17,17,CHANGI SOUTH STREET 1,na,na,486781,63836118
BOB'S CONSTRUCTION AND ENGINEERING PTE. LTD.,200908829C,General Builder Class 2,GB2,na,21/5/17,777,UPPER SERANGOON ROAD,#02-04,SAI HO BUUILDING,534645,63123730
BOEMING CONSTRUCTION PTE. LTD.,198104579G,General Builder Class 2,GB2,na,9/4/18,13,KAKI BUKIT ROAD 4,#01-03,BARTLEY BIZ CENTRE,417807,62034745
BOFFI DESIGN & CONTRACTS PTE. LTD.,198602733E,General Builder Class 2,GB2,na,23/6/18,52,UBI AVENUE 3,#03-36,FRONTIER,408867,66365525
BOHAI SERVICES PTE LTD,199000392D,General Builder Class 2,GB2,na,19/5/19,162,RACE COURSE ROAD,na,na,218603,67139188
BOHRTECHNIK SYSTEMS PTE. LTD.,200815035Z,General Builder Class 2,GB2,na,19/1/17,18,BOON LAY,#02-148,TRADEHUB 21,609966,63621322
BOHRTECHNIK SYSTEMS PTE. LTD.,201406735K,Specialist Builder (Piling Works),SB(PW),na,19/1/17,18,BOON LAY,#02-148,TRADEHUB 21,609966,63621322
BOLSEN CEMENT PRODUCTS PTE. LTD.,200210636N,General Builder Class 2,GB2,na,25/6/18,7,SUNGEI KADUT STREET 5,na,SUNGEI KADUT INDUSTRIAL ESTATE,728954,62693822
BOLSEN CEMENT PRODUCTS PTE. LTD.,200401491M,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,25/6/18,7,SUNGEI KADUT STREET 5,na,SUNGEI KADUT INDUSTRIAL ESTATE,728954,62693822
BONAVENTURE (86) PTE LTD,200509894W,General Builder Class 2,GB2,na,29/10/18,48,TOH GUAN ROAD EAST,#07-125,ENTERPRISE HUB,608586,63655395
BOND BUILDING PRODUCTS PTE. LTD.,199703917W,General Builder Class 2,GB2,na,14/7/18,10,CHANG CHARN ROAD,#02-00,na,159639,65587551
BOON CHANG STRUCTURE PTE LTD,200100415G,Specialist Builder (Structural Steelwork),SB(SS),na,30/6/18,60,WOODLANDS INDUSTRIAL PARK E7,na,na,757830,67582833
BOON GUAN CONSTRUCTION PTE LTD,200701140E,General Builder Class 1,GB1,na,16/6/18,23,NEW INDUSTRIAL ROAD,#05-08,SOLSTICE BUSINESS CENTER,536209,62843773
BOON THYE GENERAL CONTRACTOR PTE LTD,194700100R,General Builder Class 2,GB2,na,3/7/18,26,SIMEI STREET 1,#02-08,MELVILLE PARK,529947,62456797
BOON TIAN CONTRACTOR PTE LTD,200100073D,General Builder Class 1,GB1,na,16/6/18,3,ANG MO KIO INDUSTRIAL PARK 2A,#03-07,AMK TECH 1,568050,62877883
BOON TYE PILING CONSTRUCTION PTE LTD,197801401G,Specialist Builder (Piling Works),SB(PW),na,16/6/18,835,TAMPINES STREET 83,#01-14,na,520835,67833722
BORE PRECISION PTE. LTD.,199301452N,General Builder Class 2,GB2,na,29/3/19,5,YISHUN INDUSTRIAL STREET 1,#02-03,NORTHSPRING BIZHUB,768161,65700820
BOSKALIS INTERNATIONAL B.V.,201316339K,General Builder Class 1,GB1,na,30/6/18,23,GUL ROAD,na,na,629356,67335622
BOSKALIS INTERNATIONAL B.V.,199207008M,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,30/6/18,23,GUL ROAD,na,na,629356,67335622
BOSKALIS INTERNATIONAL B.V.,200107877W,Specialist Builder (Site Investigation Work),SB(SI),na,30/6/18,23,GUL ROAD,na,na,629356,67335622
BOSTON BUILDERS PTE LTD,199707906Z,General Builder Class 2,GB2,na,16/6/18,600,NORTH BRIDGE ROAD,#05-01,PARKVIEW SQUARE,188778,62981648
BOSTON PROJECTS PTE. LTD.,198104166D,General Builder Class 2,GB2,na,14/5/18,10,UBI CRESCENT,#07-15,UBI TECHPARK,408564,67420929
BOUNTY DESIGN PTE LTD,198002604C,General Builder Class 2,GB2,na,31/3/18,122,EUNOS AVENUE 7,#03-03,RICHFIELD INDUSTRIAL CENTRE,409575,65471770
BOUSTEAD PROJECTS E&C PTE LTD,200722273D,General Builder Class 1,GB1,na,19/1/19,82,UBI AVENUE 4,#07-01,EDWARD BOUSTEAD CENTRE,408832,67483945
BOUSTEAD PROJECTS LIMITED,200716738G,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,13/1/19,82,UBI AVENUE 4,#07-01,EDWARD BOUSTEAD CENTRE,408832,67483945
BOUSTEAD PROJECTS LIMITED,201215158R,General Builder Class 1,GB1,na,16/6/18,82,UBI AVENUE 4,#07-01,EDWARD BOUSTEAD CENTRE,408832,67483945
BOYUAN ENGINEERING PTE. LTD.,200819431Z,General Builder Class 2,GB2,na,13/1/18,163,STIRLING ROAD,#11-1234,na,140163,64734098
BRACE CONCEPTS PTE. LTD.,199704145N,General Builder Class 2,GB2,na,6/9/18,71,UBI CRESCENT,#03-07,EXCALIBUR CENTRE,408571,67810111
BRICKFORD CONSTRUCTION PTE. LTD.,199903030D,General Builder Class 2,GB2,na,12/10/18,21,WOODLANDS CLOSE,#09-29,PRIMZ BIZHUB,737854,62689235
BRIGHT ASIA CONSTRUCTION PTE. LTD.,200407402G,General Builder Class 2,GB2,na,30/5/17,260C,JALAN BESAR,na,na,208935,63967136
BRILLANTE PROJECT PTE LTD,199501773C,General Builder Class 2,GB2,na,27/7/18,2B,UPPER BOON KENG ROAD,#20-688,na,382002,98631986
BRILLIANT CORP (S) PTE. LTD.,199907959D,General Builder Class 2,GB2,na,1/10/18,9005,TAMPINES STREET 93,#02-262,TAMPINES INDUSTRIAL PARK A,528839,67833733
BRILLIANT GENERAL BUILDERS PTE. LTD.,199402562C,General Builder Class 2,GB2,na,17/7/18,71,TOH GUAN ROAD EAST,#04-02/03,TCH TECH CENTRE,608598,62683138
BRILLIANT GENERAL BUILDING CONSTRUCTION PTE LTD,53233217B,General Builder Class 1,GB1,na,16/6/18,71,TOH GUAN ROAD EAST,#04-02/03,TCH TECHCENTRE,608598,62683138
BRIO CONSTRUCTION & ENGINEERIING PTE. LTD.,201135698M,General Builder Class 2,GB2,na,25/1/19,246,MACPHERSON ROAD,#03-03B,BETIME BUILDING,348578,68484151
BROADPEAK DEVELOPMENT PTE LTD,199104140W,General Builder Class 2,GB2,na,12/3/19,57,"JALAN TAMBUR, ISLAND PARK",na,na,576821,92371626
BRYAN BREN PTE LTD,200202067K,General Builder Class 2,GB2,na,16/6/18,39B,JALAN PEMIMPIN,#03-02,PRINTSET BUILDING,577184,62590039
BS BUILDERS SERVICES,199004471G,General Builder Class 2,GB2,na,3/8/18,36,MARSILING DRIVE,#21-409,na,730036,94555118
BS CIVIL ENGINEERING PTE. LTD.,199701215C,General Builder Class 2,GB2,na,19/1/17,7030,ANG MO KIO AVENUE 5,#09-90,NORTHSTAR @ AMK,569880,68864676
BS CONTRACT PTE LTD,199002928Z,General Builder Class 2,GB2,na,24/10/16,8,TOA PAYOH INDUSTRIAL PARK,#01-1237,na,319060,67436616
BSI (1990) PTE. LTD.,199904153M,General Builder Class 1,GB1,na,16/6/18,61,KAKI BUKIT AVENUE 1,#05-10,SHUN LI INDUSTRIAL PARK,417943,64466309
BSK MEMBRANE PTE. LTD.,199900431D,General Builder Class 2,GB2,na,16/6/18,21,WOODLANDS TERRACE,na,na,738446,67590319
BSL BUILDERS PTE. LTD.,199904531D,General Builder Class 2,GB2,na,9/1/18,8A,MOONSTONE LANE,na,na,328453,62942878
BTI ENGINEERS PTE LTD,200822404W,General Builder Class 1,GB1,na,16/6/18,19,WOODLANDS INDUSTRIAL PARK E1,#03-01,na,757719,68911711
BUILD FOR YOU CONSTRUCTION PTE. LTD.,199402853D,General Builder Class 2,GB2,na,22/9/18,144C,MACKENZIE ROAD,na,na,228722,67336974
BUILD-MAX CONSTRUCTION PTE LTD,199703117C,General Builder Class 1,GB1,na,16/6/18,180,PAYA LEBAR ROAD,#11-03,YI GUANG FACTORY BUILDING,409032,67486848
BUILDA CONSTRUCTION PTE LTD,198100652N,General Builder Class 2,GB2,na,27/7/18,78,PORTCHESTER AVENUE,na,na,556359,65201779
BUILDER 90 PTE LTD,200310306R,General Builder Class 1,GB1,na,16/6/18,27,WOODLANDS INDUSTRIAL PARK E1,#03-07,HIANGKIE INDUSTRIAL BUILDING,757718,63635488
BUILDER A PLUS PTE. LTD.,199103726H,General Builder Class 2,GB2,na,17/7/18,371,BEACH ROAD,#03-29,KEYPOINT,199597,93211221
BUILDER MAX-JM PTE LTD,197100922N,General Builder Class 2,GB2,na,19/8/17,8,JALAN KUKOH,#01-33,na,162008,67370881
BUILDERS 265 PRIVATE LIMITED,199906762N,General Builder Class 1,GB1,na,16/6/18,20,WOODLANDS WALK,na,na,738391,68520265
BUILDERS ALLIANCE PTE. LTD.,201009873H,General Builder Class 1,GB1,na,30/6/18,9A,SUNGEI KADUT WAY,na,na,728779,63636030
BUILDERS HUB PTE. LTD.,200402341K,General Builder Class 1,GB1,na,16/6/18,7030,ANG MO KIO AVENUE 5,#05-36,NORTHSTAR @ AMK,569880,65882936
BUILDERS POINT PTE LTD,34457100M,General Builder Class 2,GB2,na,16/6/18,33,SEMBAWANG ROAD,#02-05,HONG HENG GARDEN,779084,64549918
BUILDERS PRIDE PTE. LTD.,198204858W,General Builder Class 2,GB2,na,25/9/18,1015,GEYLANG EAST AVENUE 3,#02-105,na,389730,67487830
BUILDFORMS CONSTRUCTION (PTE.) LTD.,198803193W,General Builder Class 1,GB1,na,7/9/16,432,TAGORE INDUSTRIAL AVENUE,na,na,787811,67486749
BUILDING CONSTRUCTION CO. (PRIVATE) LIMITED,200106097K,General Builder Class 1,GB1,na,16/6/18,12,TUAS AVENUE 16,na,na,638935,68626282
BUILDLINK CONSTRUCTION PRIVATE LIMITED,201101051W,General Builder Class 1,GB1,na,16/6/18,212,HOUGANG STREET 21,#03-333,na,530212,62843077
BUILDMATE (S) PTE LTD,201527593M,General Builder Class 2,GB2,na,23/11/18,3,EUNOS AVENUE 8A,na,EUNOS INDUSTRIAL ESTATE,409458,65895388
BUILT FORCE CONSTRUCTION PTE LTD,200200260K,General Builder Class 1,GB1,na,18/6/18,18,SIN MING LANE,#07-05,MIDVIEW CITY,573960,62732270
BUILT FORCE PTE. LTD.,200802641H,General Builder Class 2,GB2,na,5/11/17,70,UBI CRESCENT,#01-12,UBI TECHPARK,408570,67472886
BUILTACT CONSTRUCTION PTE LTD,200716730Z,General Builder Class 2,GB2,na,26/6/18,1,ANG MO KIO INDUSTRIAL PARK 2A,#04-01,AMK TECH 1,568049,64842213
BUMI GEO ENGINEERING PTE. LTD.,200616039M,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,25/1/19,69,UBI CRESCENT,#03-01,CES BUILDING,408561,67340819
BUMI GEO ENGINEERING PTE. LTD.,201526065G,Specialist Builder (Piling Works),SB(PW),na,25/1/19,69,UBI CRESCENT,#03-01,CES BUILDING,408561,67340819
BUN SZE KAR GENERAL CONTRACTOR PTE LTD,201103855K,General Builder Class 2,GB2,na,6/8/18,122,TAGORE LANE,na,SINDO INDUSTRIAL ESTATE,787551,68411992
C & C SCIENTIFIC (S) PTE. LTD.,199600614H,General Builder Class 2,GB2,na,16/6/18,5,YISHUN INDUSTRIAL STREET 1,#07-07,NORTHSPRING BIZHUB,768161,68760030
C K T THOMAS PRIVATE LIMITED,199601111Z,General Builder Class 1,GB1,na,16/6/18,31,BUKIT BATOK CRESCENT,#01-41,THE SPLENDOUR,658070,66945145
C P LEE BUILDING & PLUMBING PTE. LTD.,200407814Z,General Builder Class 2,GB2,na,16/6/18,24E,JUBILEE ROAD,na,na,128588,67783970
C W CONSTRUCTION PTE. LTD.,198801370R,General Builder Class 1,GB1,na,5/3/19,10,ADMIRALTY STREET,#05-49,NORTH LINK BUILDING,757695,68419318
C&C GENERAL CONSTRUCTION PTE. LTD.,200516754C,General Builder Class 2,GB2,na,18/3/17,25,MANDAI ESTATE,#03-03,INNOVATION PLACE,729930,64338575
C+H ASSOCIATES PTE. LTD.,200010796W,General Builder Class 2,GB2,na,5/11/17,188,TAGORE LANE,na,na,787584,64527727
C. CHI ONG CONSTRUCTION PTE LTD,199703222N,General Builder Class 2,GB2,na,9/8/19,25,MANDAI ESTATE,#05-01,INNOVATION PLACE,729930,67638500
C. S. BUILDERS PTE LTD,199706137R,General Builder Class 2,GB2,na,16/6/18,24,SIN MING LANE,#02-93,MIDVIEW CITY,573970,66590590
C.K. TOH CONSTRUCTION PTE. LTD.,201412678M,General Builder Class 1,GB1,na,31/7/18,1,YISHUN INDUSTRIAL STREET 1,#08-23,A'POSH BIZHUB,768160,63650118
C.P.ONG CONSTRUCTION PTE LTD,199801369G,General Builder Class 1,GB1,na,16/6/18,3018,BEDOK NORTH STREET 5,#05-06,EASTLINK,486132,62412203
CA FACILITIES PTE. LTD.,201411845N,General Builder Class 2,GB2,na,17/4/19,164,BUKIT MERAH CENTRAL,#03-3619 & 3621,na,150164,62276266
CAA TECHNOLOGIES PTE LTD,201000317R,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,8/7/18,4,TUAS AVENUE 16,#02-00,na,638930,68623922
CAD ASSOCIATES,200202369R,General Builder Class 2,GB2,na,1/3/19,6,GENTING ROAD,#01-00,JUBILEE INDUSTRIAL BUILDING,349471,67438488
CAG CONSTRUCTION & TRADING PTE. LTD.,201417410C,General Builder Class 1,GB1,na,12/1/18,11,MANDAI ESTATE,#06-05,THE ELDIX,729908,67107212
CAISSON ENGINEERING PTE LTD,199700042C,General Builder Class 2,GB2,na,2/2/18,916/918,UPPER THOMSON ROAD,na,na,787115,64553663
CALVARY CONSTRUCTION PTE. LTD.,200307189W,General Builder Class 2,GB2,na,16/6/18,25,MANDAI ESTATE,#04-05,INNOVATION PLACE,729930,67655156
CALYTRON ENGINEERING PTE LTD,198302426K,General Builder Class 2,GB2,na,8/11/18,1,BUKIT BATOK STREET 22,#08-02,na,659592,66655888
CAMBRIAN ENGINEERING CORPORATION PTE LTD,199707957N,Specialist Builder (Site Investigation Work),SB(SI),na,27/6/18,80,PLAYFAIR ROAD,#05-10,KAPO FACTORY BUILDING,367998,62692005
CAMS DESIGN PTE LTD,199705746H,General Builder Class 1,GB1,na,26/6/18,261,WATERLOO STREET,#03-23,WATERLOO CENTRE,180261,63361552
CAPADO ENGINEERING PTE LTD,200509356R,General Builder Class 2,GB2,na,16/6/18,47,SUNGEI KADUT STREET 6,na,SUNGEI KADUT INDUSTRIAL ESTATE,728873,67411066
CAPE ENGINEERING CONSTRUCTION PTE LTD,201422467W,General Builder Class 2,GB2,na,18/6/18,6,DEFU LANE 1,na,DEFU INDUSTRIAL ESTATE,539481,64871608
CAPSTONE ENGINEERING PTE LTD,198801551K,General Builder Class 1,GB1,na,27/7/18,48,Toh Guan Road East,#05-149,Enterprise Hub,608586,64698983
CAPTIVATE BUILDERS PTE. LTD.,198400980E,General Builder Class 2,GB2,na,12/11/16,218E,CHANGI ROAD,#03-01,PKMS BUILDING,419737,63421126
CARLTON GLASS ENTERPRISE PTE LTD,198702610R,General Builder Class 2,GB2,na,16/6/18,8,CHANGI NORTH STREET 2,na,na,498830,67426882
CARREY CONSTRUCTION PTE LTD,201502524R,General Builder Class 2,GB2,na,16/6/18,48,TOH GUAN ROAD EAST,#09-128,ENTERPRISE HUB,608586,66658887
CAST LABORATORIES PTE LTD,200307338M,Specialist Builder (Site Investigation Work),SB(SI),na,16/6/18,17,TUAS AVENUE 8,na,na,639232,68016000
CAUGHT IN SPACE PTE. LTD.,201422706N,General Builder Class 2,GB2,na,17/10/18,61,Ubi Road 1,#01-23,Oxley Bizhub,408727,96842444
CAXTON ELECTRICAL PTE LTD,201225432G,General Builder Class 2,GB2,na,26/9/17,80,GEYLANG BAHRU,#01-2644,GEYLANG BAHRU INDUSTRIAL ESTATE,339688,62866982
CBM PTE. LTD.,196400375H,General Builder Class 1,GB1,na,16/6/18,151,LORONG CHUAN,#05-07,NEW TECH PARK,556741,65130808
CCECC SINGAPORE PTE LTD,200108193N,Specialist Builder (Structural Steelwork),SB(SS),na,7/1/19,21,BUKIT BATOK CRESCENT,#23-80/81,WCEGA TOWER,658065,63245152
CCECC SINGAPORE PTE LTD,200415703G,General Builder Class 1,GB1,na,30/6/18,21,BUKIT BATOK CRESCENT,#23-80/81,WCEGA TOWER,658065,63245152
CE ENGINEERING SERVICES PTE. LTD.,201015936W,General Builder Class 2,GB2,na,28/3/17,3004,UBI AVENUE 3,#04-92,na,408860,67411411
CEC ENGINEERING PTE. LTD.,200000265W,General Builder Class 1,GB1,na,30/6/18,229,MOUNTBATTEN ROAD,#02-25,MOUNTBATTEN SQUARE,398007,64470386
CELESTIAL ENGINEERING,199805776K,General Builder Class 2,GB2,na,16/12/18,3018,BEDOK NORTH STREET 5,#03-30,na,486132,64450592
CEMENTMIX PTE. LTD.,201203102R,General Builder Class 2,GB2,na,16/6/18,701,GEYLANG ROAD,#02-01,TEAMBUILD CENTRE,389687,67446298
CEMENTONE (S) PTE LTD,199101772R,General Builder Class 2,GB2,na,16/6/18,3015A,UBI ROAD 1,#06-05,na,408705,67448884
CENTRA JAYA (S) PTE LTD,199204447C,General Builder Class 2,GB2,na,23/1/19,11,CHANGI SOUTH STREET 3,#04-04,BUILDERS SHOP BUILDING,486122,62881003
CENTRAL CONSTRUCTER PTE. LTD.,34558100L,General Builder Class 2,GB2,na,27/1/17,3,SOON LEE STREET,#05-35,na,627606,65227581
CEP ENGINEERING PRIVATE LIMITED,199608744M,General Builder Class 2,GB2,na,12/10/18,165,BUKIT MERAH CENTRAL,#08-3687,na,150165,62788386
CEP SERVICES PTE. LTD.,200905590Z,Specialist Builder (Site Investigation Work),SB(SI),na,27/6/18,30B,HILLVIEW TERRACE,na,na,669248,67601566
CES BUILDING AND CONSTRUCTION PTE. LTD.,33949800E,General Builder Class 2,GB2,na,18/6/18,171,CHIN SWEE ROAD,#12-01,CES CENTRE,169877,68010088
CES ENGINEERING & CONSTRUCTION PTE. LTD.,201509410Z,General Builder Class 1,GB1,na,16/6/18,171,CHIN SWEE ROAD,#12-01,CES CENTRE,169877,68010088
CES-PRECAST PTE. LTD.,198302639E,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,25/6/18,3,TAMPINES INDUSTRIAL STREET 61,na,na,528816,65828488
CES-PRECAST PTE. LTD.,199501480W,General Builder Class 1,GB1,na,23/11/18,3,TAMPINES INDUSTRIAL STREET 61,na,na,528816,65828488
CGBEE CONSTRUCTION PTE LTD,T14FC0158G,General Builder Class 2,GB2,na,24/11/18,3,ANG MO KIO STREET 62,#06-21,LINK@AMK,569139,62224570
CGS CONSTRUCTION PTE. LTD.,199201093N,General Builder Class 2,GB2,na,12/1/18,100,JALAN SULTAN,#03-49,SULTAN PLAZA,199001,62990106
CGW CONSTRUCTION & ENGINEERING (S) PTE. LTD.,200000489R,General Builder Class 2,GB2,na,16/6/18,701,SIMS DRIVE,#02-03,LHK BUILDING,387383,67483580
CH2M HILL SINGAPORE PRIVATE LIMITED,200103901M,General Builder Class 1,GB1,na,3/7/18,150,BEACH ROAD,#34-00,GATEWAY WEST,189720,63910350
CHAN & CHAN ENGINEERING PTE. LTD.,199101762D,Specialist Builder (Structural Steelwork),SB(SS),na,22/12/18,25,MANDAI ESTATE,#03-02,INNOVATION PLACE,729930,63634289
CHAN & CHAN ENGINEERING PTE. LTD.,T05FC6664H,General Builder Class 1,GB1,na,27/6/18,25,MANDAI ESTATE,#03-02,INNOVATION PLACE,729930,63634289
CHAN LAM CONSTRUCTION PTE LTD,199708037N,General Builder Class 1,GB1,na,26/6/18,27,Mandai Estate,#02-03,Innovation Place,729931,63632133
CHAN LI COMM SVS PTE. LTD.,T06FC6884E,General Builder Class 2,GB2,na,1/2/19,62,UBI ROAD 1,#03-20,OXLEY BIZHUB 2,408734,67471620
CHAN RONG FEN BUILDING CONSTRUCTION PTE LTD,T03FC6386E,General Builder Class 1,GB1,na,16/6/18,11,WOODLANDS CLOSE,#06-36,WOODLANDS 11,737853,62568115
CHANG DING ENGINEERING PTE LTD,201501142E,General Builder Class 2,GB2,na,16/6/18,27,WOODLANDS INDUSTRIAL PARK E1,#02-15,HIANGKIE INDUSTRIAL BUILDING IV (LOBBY B),757718,63626911
CHANG DING ENGINEERING PTE LTD,T11FC0111L,Specialist Builder (Structural Steelwork),SB(SS),na,19/6/18,27,WOODLANDS INDUSTRIAL PARK E1,#02-15,HIANGKIE INDUSTRIAL BUILDING IV (LOBBY B),757718,63626911
CHANG DING INDUSTRIES PTE. LTD.,T15FC0036H,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,25/8/18,27,WOODLANDS INDUSTRIAL PARK E1,#02-15 (LOBBY B),HIANGKIE INDUSTRIAL BUILDING IV,757718,63626911
CHANG FENG CONSTRUCTION PTE. LTD.,T12FC0127H,General Builder Class 1,GB1,na,16/4/18,190,MIDDLE ROAD,#15-02,FORTUNE CENTRE,188979,91087651
CHANG HUA CONSTRUCTION PTE LTD,T13FC0140G,General Builder Class 1,GB1,na,16/6/18,180,PAYA LEBAR ROAD,#09-06,YI GUANG BUILDING,409032,62963250
CHANG LONG INDUSTRIAL PTE. LTD.,T09FC0039B,General Builder Class 2,GB2,na,8/12/17,629,ALJUNIED ROAD,#08-11,CITITECH INDUSTRIAL BUILDING,389838,67448283
CHANG TAI FOUNDATION PTE LTD,199800967R,Specialist Builder (Piling Works),SB(PW),na,13/8/16,33,UBI AVENUE 3,#05-05,VERTEX,408868,66343445
CHANGE THE FORM PTE. LTD.,22116000X,General Builder Class 2,GB2,na,17/9/18,50J,FABER HEIGHTS,#04-70,FABER CREST,129203,94554495
CHANGHENG (SINGAPORE) ENGINEERING PTE. LTD.,201015983H,General Builder Class 2,GB2,na,17/10/17,10,BUKIT BATOK CRESCENT,#04-06,THE SPIRE,658079,63346469
CHAPLIN DESIGN PTE LTD,198802355C,General Builder Class 2,GB2,na,16/5/18,2,TOA PAYOH LORONG 8,#01-1401,TOA PAYOH INDUSTRIAL PARK,319054,62525255
CHARLTON DESIGN PTE. LTD.,198400766R,General Builder Class 2,GB2,na,22/7/18,1,YISHUN STREET 23,#01-17,YS-ONE,768441,67778946
CHARTWORTH ENTERPRISE SINGAPORE PTE. LTD.,198302269E,General Builder Class 1,GB1,na,16/6/18,24,SUNGEI KADUT STREET 4,na,na,729050,62644919
CHBC INTEGRATED BUILDERS PTE LTD,199800864H,General Builder Class 2,GB2,na,16/6/18,10,ADMIRALTY STREET,#04-42,NORTH LINK BUILDING,757695,67531266
CHC BUILDING & CONSTRUCTION PTE. LTD.,197100159M,General Builder Class 1,GB1,na,16/6/18,180,PAYA LEBAR ROAD,#09-06,YI GUANG FACTORY BUILDING,409032,62963250
CHC CONSTRUCTION PTE. LTD.,200002003D,General Builder Class 1,GB1,na,16/6/18,52,UBI AVENUE 3,#01-38,FRONTIER,408867,67520886
CHC ENGINEERING & CONSTRUCTION PTE. LTD.,200722162E,General Builder Class 2,GB2,na,25/2/18,180,PAYA LEBAR ROAD,#03-07,YI GUANG FACTORY BUILDING,409032,62963250
CHEE YAM CONTRACTOR PTE LTD,199504105R,Specialist Builder (Structural Steelwork),SB(SS),na,24/11/18,9,YISHUN INDUSTRIAL STREET 1,#03-88,NORTH SPRING BIZHUB,768163,67588829
